book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
"The Mindbody Prescription: Healing the Body, Healing the Pain",John E. Sarno M.D.,4.5,870,6.02,424,Long (6-10 hrs),Naturopathy
"The Rational Male - Positive Masculinity, Volume 3",Rollo Tomassi,4.8,365,12.08,1387,Very Long (10+ hrs),Fatherhood
Alien World Order: The Reptilian Plan to Divide and Conquer the Human Race,Len Kasten,4.4,171,11.3,597,Long (6-10 hrs),Supernaturalism
Alien World Order: The Reptilian Plan to Divide and Conquer the Human Race,Len Kasten,4.4,171,11.3,597,Long (6-10 hrs),Supernaturalism
"The Complete Novels : Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey and Persuasion",Jane Austen,4.5,828,12.08,4862,Very Long (10+ hrs),Regency Romance
The Beginning of Infinity: Explanations That Transform the World,David Deutsch,4.6,254,11.86,1200,Very Long (10+ hrs),Cosmology
Learn the Bible 24 Hours,Chuck Missler,4.8,651,12.08,1473,Very Long (10+ hrs),Christian Ministry & Evangelism
Starry River of the Sky,Grace Lin,4.9,169,6.02,325,Medium (3-6 hrs),Fairy Tale Adaptations for Children
The Phoenix,Sidney Sheldon,4.0,276,105.24,850,Very Long (10+ hrs),Private Investigator Mysteries
Ignorance,Milan Kundera,4.3,32,5.02,260,Medium (3-6 hrs),General
Powder and Patch,Georgette Heyer,4.4,146,1.12,330,Medium (3-6 hrs),Erotic Romance
Em and the Big Hoom,Jerry Pinto,4.5,142,8.05,368,Long (6-10 hrs),General
The Real Business of Blockchain: How Leaders Can Create Value in a New Digital Age,David Furlonger,4.4,17,7.06,465,Long (6-10 hrs),Data Science
The Bookish Life of Nina Hill,Abbi Waxman,4.3,896,7.77,561,Long (6-10 hrs),Literary Fiction
No Logo,Naomi Klein,2.9,2,9.88,1111,Very Long (10+ hrs),General
The Secret World,Christopher Andrew,4.7,120,13.71,2180,Very Long (10+ hrs),Intelligence & Espionage
The Circle of Fire: Inspiration and Guided Meditation for Living in Love and Happiness,don Miguel Ruiz,4.8,225,2.81,57,Short (under 3 hrs),Personal Success
A House Without Windows: A Novel,Nadia Hashimi,4.5,323,172.7,939,Very Long (10+ hrs),Family Life Fiction
The Real Business of Blockchain: How Leaders Can Create Value in a New Digital Age,David Furlonger,4.4,17,7.06,465,Long (6-10 hrs),Data Science
The Bookish Life of Nina Hill,Abbi Waxman,4.3,896,7.77,561,Long (6-10 hrs),Literary Fiction
No Logo,Naomi Klein,2.9,2,9.88,1111,Very Long (10+ hrs),General
The Circle of Fire: Inspiration and Guided Meditation for Living in Love and Happiness,don Miguel Ruiz,4.8,225,2.81,57,Short (under 3 hrs),Personal Success
A House Without Windows: A Novel,Nadia Hashimi,4.5,323,172.7,939,Very Long (10+ hrs),Family Life Fiction
Ham on Rye: A Novel,Charles Bukowski,4.4,719,142.92,458,Long (6-10 hrs),Urban Fiction
A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,4.6,5131,7.06,354,Medium (3-6 hrs),Cultural
Currency Wars: The Making of the Next Global Crises,James Rickards,4.5,773,8.89,592,Long (6-10 hrs),General
Men Explain Things to Me,Rebecca Solnit,4.5,741,5.02,167,Short (under 3 hrs),Textbooks & Study Guides
The Universe Always Has a Plan: The 10 Golden Rules of Letting Go,Matt Kahn,4.8,204,6.49,197,Medium (3-6 hrs),Spiritual Channelling
"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,4.6,458,10.59,1606,Very Long (10+ hrs),Military Intelligence & Espionage
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.7,2310,8.23,405,Long (6-10 hrs),Romance for Teens
"30 Days - Change Your Habits, Change Your Life: A Couple of Simple Steps Every Day to Create the Life You Want",Marc Reklau,4.4,444,4.1,252,Medium (3-6 hrs),Time Management & Productivity
Ah This!: Talks on Zen,Osho,5.0,3,4.23,793,Very Long (10+ hrs),General
Black Out,Lila Rose,4.6,199,8.05,488,Long (6-10 hrs),Erotic Romance
"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding",Husain Haqqani,4.6,122,7.61,863,Very Long (10+ hrs),International Diplomacy
What the Buddha Taught,Walpola Sri Rahula,4.6,481,7.64,380,Long (6-10 hrs),General
Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric Topol,4.5,201,11.3,666,Very Long (10+ hrs),Vision & Eye Problems
Networking Like a Pro: Turning Contacts into Connections,Ivan Misner PhD,4.5,29,7.06,381,Long (6-10 hrs),Small Businesses
"Asher Black: The Five Syndicates, Book 1",Parker S. Huntington,4.4,250,8.05,512,Long (6-10 hrs),Multicultural Romance
Calling Sehmat,Harinder Sikka,4.5,711,8.47,332,Medium (3-6 hrs),Espionage Thrillers
Manifest Now,Idil Ahmed,4.8,151,6.04,263,Medium (3-6 hrs),Personal Development
Partitions of the Heart: Unmaking the Idea of India,Harsh Mander,4.2,7,10.59,705,Very Long (10+ hrs),Human Rights
Out of the Maze: A Simple Way to Change Your Thinking & Unlock Success,Dr Spencer Johnson,4.5,103,7.41,22,Short (under 3 hrs),Self-Esteem
Aapka Cheese Meine Hataya [I Moved Your Cheese],Deepak Malhotra,3.7,5,2.81,47,Short (under 3 hrs),Personal Success
Tom Clancy's Power and Empire,Marc Cameron,4.3,1100,9.88,952,Very Long (10+ hrs),Military Thrillers
On the Road,Matt Dillon,4.3,1547,8.69,615,Very Long (10+ hrs),Coming of Age Fiction
The Undefeated Mind: On the Science of Constructing an Indestructible Self,Alex Lickerman,4.5,277,8.05,470,Long (6-10 hrs),General
Meri Duniya Mere Dost [My World My Friend],Khushwant Singh,4.0,5,8.05,469,Long (6-10 hrs),Biographies of Authors
Cheaters,Novoneel Chakraborty,4.0,88,9.08,318,Medium (3-6 hrs),General
The Diamond Sutra: The Buddha Also Said...,OSHO,4.6,19,4.22,827,Very Long (10+ hrs),Buddhist Sacred Writings
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,1954,14.12,1004,Very Long (10+ hrs),Native American Demographic Studies
Psychology of the Unconscious: A Study of the Transformations and Symbolisms of the Libido,C. G. Jung,4.2,12,15.23,991,Very Long (10+ hrs),Jungian Psychology
Life Over Two Beers and Other Stories,Sanjeev Sanyal,4.3,108,10.59,267,Medium (3-6 hrs),Humorous Fiction
"She Broke Up, I Didn't",Durjoy Datta,4.2,128,8.47,328,Medium (3-6 hrs),General
How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,4.5,566,12.11,872,Very Long (10+ hrs),Philosophy & Science
"Transcendence: The Beginning After the End, Book 6",TurtleMe,4.7,306,16.14,911,Very Long (10+ hrs),Paranormal Fantasy
"The Fever Code: The Maze Runner, Book 5",James Dashner,4.7,974,8.69,597,Long (6-10 hrs),Literature & Fiction for Children
A Better India: A Better World,Narayan Murthy,4.3,32,12.11,654,Very Long (10+ hrs),Poverty & Homelessness Studies
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.7,842,9.88,875,Very Long (10+ hrs),General
Your Inner Awakening: The Work of Byron Katie: Four Questions That Will Transform Your Life,Byron Katie,4.4,65,17.34,350,Medium (3-6 hrs),Personal Success
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1227,2.81,151,Short (under 3 hrs),Witchcraft
These Truths: A History of the United States,Jill Lepore,4.7,1007,16.12,1740,Very Long (10+ hrs),US State & Local History
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1227,2.81,151,Short (under 3 hrs),Witchcraft
These Truths: A History of the United States,Jill Lepore,4.7,1007,16.12,1740,Very Long (10+ hrs),US State & Local History
Chicken Soup for the Child's Soul: Character-Building Stories to Read with Kids Ages 5 - 8,Jack Canfield,4.5,59,6.04,248,Medium (3-6 hrs),Nonfiction on Friendship for Children
Camp Jupiter Classified: A Probatio's Journal,Rick Riordan,4.8,208,7.41,31,Short (under 3 hrs),Norse Fairy Tales for Children
You Can Sell,Shiv Khera,4.5,196,6.86,432,Long (6-10 hrs),Personal Success
Of Privacy and Power: The Transatlantic Struggle over Freedom and Security,Henry Farrell,5.0,2,7.06,532,Long (6-10 hrs),Economic Conditions (Books)
Gandhi the Man: How One Man Changed Himself to Change the World,Eknath Easwaran,4.5,8,2.81,135,Short (under 3 hrs),Hindu Biographies
"The Unquiet Dead: Rachel Getty and Esa Khattak, Book 1",Ausma Zehanat Khan,4.2,138,16.0,664,Very Long (10+ hrs),Women Sleuth Mysteries
Bloody Mary,Carolly Erickson,4.6,23,16.12,1431,Very Long (10+ hrs),Tudor & Elizabethan History
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,4.6,545,7.06,396,Long (6-10 hrs),Italian History
The Archangel Guide to Ascension: Visualizations to Assist Your Journey to the Light,Diana Cooper,4.6,190,6.86,156,Short (under 3 hrs),Angels & Spirit Guides
Yoga Nidra: The Art of Transformational Sleep,Kamini Desai PhD,4.7,68,8.47,917,Very Long (10+ hrs),General
Doctor Who: The Good Doctor,Juno Dawson,4.6,78,10.7,346,Medium (3-6 hrs),Science Fiction Movie
Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,Joel Fuhrman M.D.,4.3,639,6.77,537,Long (6-10 hrs),Weight Loss Diets
"Coping with Critical, Demanding, and Dysfunctional Parents: Powerful Strategies to Help Adult Children Maintain Boundaries and Stay Sane",David M. Allen MD,4.8,12,4.8,460,Long (6-10 hrs),Parent & Adult Children Relationships
Coraline: An Adventure Too Weird for Words,Neil Gaiman,4.7,2933,3.52,214,Medium (3-6 hrs),General
Der 5-Uhr-Club: Gestalte deinen Morgen und in deinem Leben wird alles möglich,Robin Sharma,4.3,12,10.08,753,Very Long (10+ hrs),Personal Success
Penthouse Naughty by Nature: Female Readers' Sexy Letters to Penthouse,Penthouse Magazine Editors,4.0,13,12.11,561,Long (6-10 hrs),Adult Collections & Anthologies
Shivaji: The Grand Rebel,Dennis Kincaid,4.2,119,8.05,448,Long (6-10 hrs),Historical Biographies
HR on Purpose: Developing Deliberate People Passion,Steve Browne,4.8,104,6.2,204,Medium (3-6 hrs),Workplace Culture
How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day,Michael J. Gelb,4.5,281,4.54,147,Short (under 3 hrs),Creativity
The Decline and Rise of Democracy: A Global History from Antiquity to Today,David Stastavage,4.5,8,8.47,694,Very Long (10+ hrs),Democracy
Edgar Allan Poe - Complete Tales and Poems,Edgar Allan Poe,4.8,429,0.39,2448,Very Long (10+ hrs),Classic Literature
Bloodline,Sidney Sheldon,4.4,385,8.46,165,Short (under 3 hrs),Women Sleuth Mysteries
"The Emperor's New Mind: Concerning Computers, Minds, and the Laws of Physics",Roger Penrose,4.6,75,9.88,1107,Very Long (10+ hrs),Machine Theory & AI
No Excuses: Existentialism and the Meaning of Life,Robert C. Solomon,3.2,4,14.11,727,Very Long (10+ hrs),General
The Origins of Totalitarianism,Hannah Arendt,4.5,325,16.12,1403,Very Long (10+ hrs),Fascism
Conversations with Mani Ratnam,Rangan Baradwaj,4.4,76,10.59,685,Very Long (10+ hrs),Film Direction & Production
The Visitor: A Roald Dahl Short Story,Roald Dahl,5.0,3,4.94,56,Short (under 3 hrs),Literature Anthologies
Whole: Rethinking the Science of Nutrition,T. Colin Campbell PhD/PhD,4.6,916,8.46,669,Very Long (10+ hrs),Personal Development & Self-Help
1000+ Little Things Happy Successful People Do Differently,Marc Chernoff,4.7,210,12.11,530,Long (6-10 hrs),Personal Success
Don't Ever Tell,Lucy Dawson,4.3,479,12.81,584,Long (6-10 hrs),Psychological Fiction
JumpStart Your Thinking: A 90-Day Improvement Plan,John C. Maxwell,4.8,39,6.02,190,Medium (3-6 hrs),Business Motivation & Self-Improvement
The Data Driven Leader: A Powerful Approach to Delivering Measurable Business Impact Through People Analytics,Jenny Dearborn,3.9,14,7.06,227,Medium (3-6 hrs),Business Decision Making & Problem Solving
Jo's Boys,Louisa May Alcott,4.6,85,11.3,616,Very Long (10+ hrs),Coming of Age Fiction
Aesop's Fables (AmazonClassics Edition),Aesop,4.3,573,2.01,273,Medium (3-6 hrs),Fairy Tales
Red Storm Rising,Tom Clancy,4.7,1050,12.7,1860,Very Long (10+ hrs),War & Military Action Fiction
Reflections on the Artist's Way,Julia Cameron,5.0,5,5.36,162,Short (under 3 hrs),Creativity
The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,4.6,335,7.41,318,Medium (3-6 hrs),Personal Success
Treasure Hunters,James Patterson,4.6,504,7.41,355,Medium (3-6 hrs),Suspense
No Spin: My Autobiography,Shane Warne,4.3,181,8.23,791,Very Long (10+ hrs),Sports Biographies
Beyond the Goal: Theory of Constraints,Eliyahu M. Goldratt,4.6,13,8.47,347,Medium (3-6 hrs),Investing & Trading
Red Storm Rising,Tom Clancy,4.7,1050,12.7,1860,Very Long (10+ hrs),War & Military Action Fiction
Children of the New World,Alexander Weinstein,4.1,62,12.81,360,Long (6-10 hrs),Science Fiction Anthologies & Short Stories
The Shadow of the Lion,Dave Freer,4.1,37,16.95,2280,Very Long (10+ hrs),Historical Fantasy
Redshirts: A Novel with Three Codas,John Scalzi,4.0,1541,8.05,461,Long (6-10 hrs),First Contact Science Fiction
Reflections on the Artist's Way,Julia Cameron,5.0,5,5.36,162,Short (under 3 hrs),Creativity
The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,4.6,335,7.41,318,Medium (3-6 hrs),Personal Success
"The Bear and the Nightingale: Winternight, Book 1",Katherine Arden,4.6,1754,10.7,708,Very Long (10+ hrs),Magical Realism Fiction
How I Braved Anu Aunty and Co-Founded a Million Dollar Company: A True Story,Varun Agarwal,4.4,548,8.05,339,Medium (3-6 hrs),Literary Fiction
"The Last Coyote: Harry Bosch Series, Book 4",Michael Connelly,4.7,2175,12.11,806,Very Long (10+ hrs),Hard-Boiled Mysteries
The ISIS Peril: The World’s Most Feared Terror Group and its Shadow on South Asia,Kabir Taneja,4.2,4,10.59,342,Medium (3-6 hrs),Terrorism
The Bogleheads' Guide to Investing: Second Edition,Taylor Larimore,4.7,513,7.06,603,Very Long (10+ hrs),Investing & Trading
"Long Road to Mercy: Atlee Pine, Book 1",David Baldacci,4.3,3892,3.89,669,Very Long (10+ hrs),Women Sleuth Mysteries
A Passage to India,E. M. Forster,4.2,463,9.14,663,Very Long (10+ hrs),Classic Literature
Purple Hibiscus,Chimamanda Ngozi Adichie,4.6,1579,11.3,653,Very Long (10+ hrs),Literary Fiction
The Einstein Factor: A Proven New Method for Increasing Your Intelligence,Win Wenger,4.3,55,21.37,469,Long (6-10 hrs),Creativity & Genius
Lost Horizon,James Hilton,4.5,684,6.86,506,Long (6-10 hrs),Classic Action & Adventure
Maximum Achievement: Strategies and Skills That Will Unlock Your Hidden Powers to Succeed,Brian Tracy,4.6,482,8.47,805,Very Long (10+ hrs),Business Motivation & Self-Improvement
Letters to a Young Contrarian,Christopher Hitchens,4.6,282,6.02,220,Medium (3-6 hrs),Political Philosophy
Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.6,1394,8.46,360,Long (6-10 hrs),Other Religions
"How Successful People Think: Change Your Thinking, Change Your Life",John C. Maxwell,4.6,1017,6.02,219,Medium (3-6 hrs),Business Motivation & Self-Improvement
A Girl to Remember,Ajay K Pandey,4.5,1191,8.05,362,Long (6-10 hrs),General
Dark Psychology Secrets & The Art of Reading People: 2 in 1: Signs a Toxic Person Is Manipulating You and How to Handle It,Richard Martinez,3.4,56,8.05,329,Medium (3-6 hrs),General
"The 39 Clues, Book 10: Into the Gauntlet",Margaret Peterson Haddix,4.7,101,5.65,428,Long (6-10 hrs),Fiction on Orphans & Foster Homes for Children
Head Strong: The Bulletproof Plan to Activate Untapped Brain Energy to Work Smarter and Think Faster - in Just Two Weeks,Dave Asprey,4.5,722,148.87,641,Very Long (10+ hrs),Brain & Nervous System Diseases
Dr. Dhurandhar's Fat-loss Diet,Dr. Nikhil V. Dhurandhar,3.7,119,6.04,297,Medium (3-6 hrs),Weight Loss Diets
The Old Man and the Sea: CliffsNotes,Jeanne Sallade Criswell M.F.A.,4.8,9,4.24,160,Short (under 3 hrs),United States Literature
Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,4.6,587,7.95,767,Very Long (10+ hrs),Biological Sciences
The Joy Luck Club,Amy Tan,4.6,1128,9.88,545,Long (6-10 hrs),General
Stillhouse Lake,Rachel Caine,4.5,9068,12.11,604,Very Long (10+ hrs),Psychological Fiction
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.7,1598,9.08,375,Long (6-10 hrs),Military Thrillers
Blackadder: The Complete Collected Series,Ben Elton,4.7,10,13.17,903,Very Long (10+ hrs),Humorous Fiction
SEO 2019: Learn Search Engine Optimization with Smart Internet Marketing Strategies,Adam Clarke,4.3,625,6.04,286,Medium (3-6 hrs),E-Commerce
"Dying to Be Me: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,4.5,4107,7.05,400,Long (6-10 hrs),Biographies & Autobiographies (Books)
I Knew You Were Trouble,Lauren Layne,4.4,112,8.05,411,Long (6-10 hrs),Romantic Comedy
"Devotion: Club Destiny, Book 5",Nicole Edwards,4.8,254,9.31,533,Long (6-10 hrs),Romance (Books)
Figuring,Maria Popova,4.7,237,11.43,1287,Very Long (10+ hrs),Women History
The Course of Love,Alain de Botton,4.5,756,8.23,425,Long (6-10 hrs),Dark Humour Literature & Fiction
You Should See Me in a Crown,Leah Johnson,4.8,150,7.06,438,Long (6-10 hrs),Romantic Comedy for Teens
Figuring,Maria Popova,4.7,237,11.43,1287,Very Long (10+ hrs),Women History
The Course of Love,Alain de Botton,4.5,756,8.23,425,Long (6-10 hrs),Dark Humour Literature & Fiction
You Should See Me in a Crown,Leah Johnson,4.8,150,7.06,438,Long (6-10 hrs),Romantic Comedy for Teens
The Economics Book: Big Ideas Simply Explained,DK,4.6,604,15.13,943,Very Long (10+ hrs),General
"Trunk Music: Harry Bosch Series, Book 5",Michael Connelly,4.7,2000,11.0,761,Very Long (10+ hrs),Legal Thrillers
No Matter What!: 9 Steps to Living the Life You Love,Lisa Nichols,4.7,353,6.02,529,Long (6-10 hrs),Personal Success
Improve Your Communication Skills: Creating Success,Alan Barker,5.0,3,5.65,230,Medium (3-6 hrs),General
Lies My Doctor Told Me: Medical Myths That Can Harm Your Health,Dr. Ken Berry,4.8,1764,8.05,400,Long (6-10 hrs),General
"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body",Daniel Goleman,4.3,270,8.05,548,Long (6-10 hrs),Neuroscience & Neuropsychology
"Destiny in Flames: Hidden Realms of Silver Lake Series, Book 4",Vella Day,5.0,4,7.06,394,Long (6-10 hrs),Fantasy Romance
"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,4.4,748,9.88,504,Long (6-10 hrs),Philosophy Movements
The Murmur of Bees,Sofia Segovia,4.5,2648,10.08,860,Very Long (10+ hrs),Small Town & Rural Fiction
War and Peace,Leo Tolstoy,4.4,1148,5.08,4010,Very Long (10+ hrs),Classic Literature
